Row ID,Approved,Reason,Mod Status,Source,Source-row,Timestamp,Entry Age (in days),What is the name of the hospital or clinic?,Final Address,Street address for dropoffs?,City,State?,"Write drop-off instructions below or paste a link to your organization's own page containing instructions. For written instructions, please include details such as curbside procedure, mailing address, email address, and/or phone number. Please note all information entered here will be made public.",Wants mail,What do you need?,Will you accept open boxes/bags?,Type of request:,Type of organization?,Lat,Lng,RDI,Action link for LGTM,Action link for Remove,Row
2991,x,,FM,,,3/31/2020 9:37:54,72,Belmont Manor Nursing Home,"34 Agassiz Ave
Belmont, MA 02478",34 Agassiz Ave ,Belmont ,MA,please call 617 489 1200 and ask for Kristen or Tricia ,,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes, Thermometers, Homemade masks (please specific what types)","yes, depending on item in question",Add a new donation site,Skilled Nursing Facility,42.3881491,-71.1941442,Commercial,https://findthemasks.com/api/exec?cmd=jmF6ZaMH2W0ceuWL-sosNjTi9WrDxHDOZkfUlhJlyopLE1Qa2gZmvO3IUNDiWFg_uZqwv1C7H1Z9bpqdu22s9ZVVD5sO8CHvXsCIOqDoKQ..,https://findthemasks.com/api/exec?cmd=-dFwJrNJFhS8869CI6i4NGDVEoUpXA_Uc0wtLYm7TuyY6LI30wxvFmV7uI4wwixjhch7bvhjLs6gRLYQq9JtjPXpBVOyF0AmPZMUGXcudg..,2991
2992,x,,FM,,,3/31/2020 9:40:09,72,"Melinda M Sebastian M.D., P.C.","6000 Stevenson Ave #101
Alexandria, VA 22304",6000 STEVENSON AVE SUITE 101,Alexandria,VA,"Hello, Please if you have some extra PPE we really need it to Protect our Health workers to continue our care to the patient who really needs care. Please contact us 5714588136 / email: ramadasebastian6000@outlook.com.. Thank you !",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Outpatient Clinic,38.8127019,-77.1375058,Commercial,https://findthemasks.com/api/exec?cmd=BqFF2YTLfQouRDtHBo4IIhaOMPcFSdrIs39Wf3QJOI-r8xRuhIe8vBSvoFF79z8YYENERwxFdSIYdJw-Vci0Bx3cGL-Zq22aWS5mwOjWKw..,https://findthemasks.com/api/exec?cmd=JnZNekXViw7mpxBWPCyPxWUAxpk-kTwtD7F18i7O-tvBJeTHD-JjRY70RpOCR-Hv7bNNGkgFLKVfqf81fZTM9wVNXj1W77rMYoQiMTNIvA..,2992
2993,x,,FM,,,3/31/2020 9:50:04,72,"HaysMed, part of the University of Kansas Health System","2220 Canterbury Dr
Hays, KS 67601",2220 Canterbury Dr,Hays,KS,Please email david.montgomery@haysmed.com before bringing any supplies,,"N95s, Face shields, Hand sanitizer",Yes,Add a new donation site,Hospital,38.878486,-99.299245,Commercial,https://findthemasks.com/api/exec?cmd=4wJr871jAwjcSbJWUv7LoO5Jb5XAAbwO1l9B1Ytz3zv32FPWKSka3iay6VrE6BLdmq7u0UtK-ta3vWGjt22lbxNAS0bNA_axlAEvOo5fpA..,https://findthemasks.com/api/exec?cmd=j6MYU6NuEJbUy54Qe9CwyuaJEWkPQrYiX_oEj7dNb_8q1-mpoc4f6ZfkO5TGYHrzUV7UqQv77nX4SnjpXIM-UnaUXRZ4YttiE1AG8YXcjg..,2993
2994,x,,FM,,,3/31/2020 9:53:52,72,University Behavioral Health Denton,"2026 W University Dr
Denton, TX 76201",2026 W. UNIVERSITY DRIVE,DENTON,TX,DROP OFFS CAN BE DONE AT THE FRONT DESK OR PICK UPS CAN BE DONE BY NOTIFYING ASHLEE NIPP @ 940-320-8120,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes, Thermometers, Homemade masks (please specific what types), BLEACH WIPES",Yes,Add a new donation site,Mental Health,33.231,-97.156434,Residential,https://findthemasks.com/api/exec?cmd=IheHO5Cm7OzyYb9UAQOEkBqjdg8uQ0I_wL9UVpYHo2umKCF3J4YDxo3HAeOWF09CkSS8P-8HBvVoSwoIrwNjFSSFSiaY194kDxqJx3KdcQ..,https://findthemasks.com/api/exec?cmd=SPSoDOIYqamezF2OIH6PfeX48ezjXcV8nh4oHYQX8XzcfzUXuppbhDRaoNYlEGPlRkTumXrQ1iRD2hD-7mSql4_81joomwdBZUDB_QK2lA..,2994
2996,x,,FM,,,3/31/2020 9:58:01,72,Agape Hospice Care,"126 W Montgomery St
Villa Rica, GA 30180",126 W Montgomery Street,Carrollton,GA,Ring door bell and we will pick up.  Thank you so much ,,"N95s, Face shields, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes",No,Add a new donation site,Home Care,33.7313721,-84.9197459,Commercial,https://findthemasks.com/api/exec?cmd=DNtRa4lkhODUzrArNPhKzayNStXh2t_4QIPB-l4ovoIC7Z5t6wtB07Ci1H1W7uqkqZ87SmsSQIzOKIc4qhxXbjbf658MDMaXL0Y25dVUxQ..,https://findthemasks.com/api/exec?cmd=tscVw7hRR9kVW3gTluoA0raRXZhYyaIR0rqpcyuJ8Bd-RMLtp87imKc2KQ_iW_tGvwcUUdHzlQrwaC0_DRITdkJ6bS1CdvW3DV738MeSCw..,2996
2998,x,,FM,,,3/31/2020 10:02:13,72,Copley At Stoughton,"380 Sumner St
Stoughton, MA 02072",380 Sumner St ,stoughton,MA,email with time and date of delivery JOwens@copley-nh.com,,"N95s, Surgical masks, Safety goggles, Gowns, Hand sanitizer, Thermometers",Yes,Add a new donation site,Skilled Nursing Facility,42.1140905,-71.0887286,Commercial,https://findthemasks.com/api/exec?cmd=Dg34Posw0kbR-QQmM02p0dYC0XbLt4N7gWoiojLb8Eg-VXo0Bp-4IqLDF96yvqUxKoueemKpaVae662oPJalpiYoBtbYFjD5E3PI1DlCjg..,https://findthemasks.com/api/exec?cmd=6vP8k6maE7ySLWhbREmVT5dwruygcD5Z4t6s0eT9k0oXUWc1H72JCS-egAb7uAZsCfuq8FFrUXnxaNWNTGfoBXQ8xscev0mc6oss-5j8Ig..,2998
2999,x,,FM,,,3/31/2020 10:02:26,72,Ashbrook Village Assisted Living/Memory Care,"75 Herrell Rd
Villa Rica, GA 30180",75 HERRELL RD,Villa Rica,GA,garytallent@ashbrookvillage.com,,"N95s, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes",,Add a new donation site,Other,33.7532493,-84.9085629,Residential,https://findthemasks.com/api/exec?cmd=49Bx5JPHuvgrhxVs9keR9w5TOS4HCmlcgNQUGM7zhqZCq9JzRCEXDvloEw5LaBfFmb_v-wJdQ8nzsO5q1cnK2Kgx91TOhoTrvFFBDZW2fw..,https://findthemasks.com/api/exec?cmd=d3tM8lisk37PayvnBIKLbFHNFZqY2AOzv_3rYuDubA8lsHdlI8c2pG9iKdWYdyfsXvHF7B5ccKeAKHhv4aae2hNtNBP0sYQWQWmiLUdY7g..,2999
3000,x,,FM,,,3/31/2020 10:12:15,72,Jonesboro Assisted Living center ,"2620 GA-138
Jonesboro, GA 30236",2620 hwy 138 S.E,Jonesboro,GA,Front door please ring white button. ,,"N95s, Surgical masks, Gloves, Hand sanitizer, Thermometers",Yes,Add a new donation site,Skilled Nursing Facility,33.5368337,-84.3046033,,https://findthemasks.com/api/exec?cmd=4wkT5I66YfKj7FU2XlYj5mh4F62m_UT6EPr7E8s2bNclPUkY79BNSb5VBHvYQLhh-pcB84Ix8a1lFYIdLu8AHO1D14HkbQ6qSOlqHq_4pQ..,https://findthemasks.com/api/exec?cmd=2teVQVLKXJke60Kd3EijA4rb-6kmoSJdh4oIBt-KnNzEhEta7V3SSQPdklPfJWBQfMJAbjKeZG7b4jWp1lsHdsabgZPZQH8Km9K7Elfk6w..,3000
3001,x,,FM,,,3/31/2020 10:11:56,72,Cedar Hill Senior Living,"402 E Ellawood Ave
Cedartown, GA 30125",402 East Ellawood Avenue,Cedartown,GA,"Mailing address: Cedar Hill Senior Living 402 East Ellawood Avenue Cedartown, GA 30125",Y,"N95s, Surgical masks, Face shields, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,34.0005257,-85.2470774,Commercial,https://findthemasks.com/api/exec?cmd=JKerbHNx_uW6GrcbcIxCITJC-iGT-JMtguaArlYicz2dahCEsJlhgB1duFvK78h7g6Oz8vQB_Ndgs9hNvXlv0IQTGYY0EBoyix_Qi_H7Yw..,https://findthemasks.com/api/exec?cmd=Vhj_FwZLpgZ3x4u4EnQ_zJv8I3fgUvF8K8SPCVK3zC_9hJB4--5rYSjr83t-56gmni-FnxaUF9-7z10rWDUlP8sQ4vl62L1NcdjNblK7eg..,3001
3002,x,,FM,,,3/31/2020 10:14:28,72,The Gardens of Rome Senior Living and Memory Care,"1168 Chulio Rd SE
Rome, GA 30161",1168 Chulio Road,Rome,GA,Curbside,,"N95s, Surgical masks, Disposable booties, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,34.1980195,-85.1319442,Residential,https://findthemasks.com/api/exec?cmd=JRUc42bmechlVzfB_DzptuPKcxAg81xonjArOgWXJuAwIhat8P55u80Sltv2xQL_w9ciItRbAhgkXCsIS4Sf6dWweOKzGRpx-2McYScmhQ..,https://findthemasks.com/api/exec?cmd=1r2rDD186hbDIzVYrl90J8ehpEYMnRe3-JW2q5kmq1EE-BtNpz0-H1Pj4vSC4xLRGTZDeWtoXTSmbk88LxbWvBdiwXYctmvHfLpYHDXy2Q..,3002
3003,x,,FM,,,3/31/2020 10:15:57,72,Oakview Health and Rehabilitation,"960 Highland Ave
Summerville, GA 30747",960 Highland Ave.,Summerville,GA,,,"N95s, Surgical masks, Face shields, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Add a new donation site,Skilled Nursing Facility,34.4921406,-85.3375728,Commercial,https://findthemasks.com/api/exec?cmd=V7ZdGc0KZJ_Us6-SSIRjlBML-rCahWEVPDYm7e6Mbv8Lc5QVx9wlL8EB1-s6hkhMovCFU8qvKScQ7OGigFD_xQcEqbKXT3-4dlelwIQzNg..,https://findthemasks.com/api/exec?cmd=fO0QmKOUGp1XpL9RrFK4oW3P0d6BKVMjKsJSCEuF0mGvpw0lgCeSRVwKvx4O_iiXqOw5jX8RcYUy_lJ4XD6tWFhko3RpfuEAQXcyrx5y7A..,3003
3005,x,,FM,,,3/31/2020 10:25:26,72,Vernon Woods Retirement Community,"101 Vernon Woods Dr
LaGrange, GA 30240",101 Vernon Woods Drive ,Lagrange ,GA,curbside,,"N95s, Surgical masks, Face shields, Gowns, Hand sanitizer",Yes,Add a new donation site,Other,33.0348677,-85.0643166,Residential,https://findthemasks.com/api/exec?cmd=_WvpA_MJvuhE4lesyRFqgIhhujIHjFWLtwTvfYybnrSX751ctdex_1g2HgKCDBo9tB_dsFGqiD5IZEIAm2aOJpcikhrCIMRnBcwnip-Gtw..,https://findthemasks.com/api/exec?cmd=pvLtThhU_eeQETsELkEcN6UDBVA4m4vTWt0OclTaoG5VTxmQPpAR-JyMKFORvUfexdQdoYoSVJMEYeZWTOTnrM7r1qHLYqwPu_D7fUhUrA..,3005
3006,x,,FM,,,3/31/2020 10:28:12,72,Garden Terrace at Overland Park,"7541 Switzer Rd
Overland Park, KS 66214",7541 Switzerland rd Overland Park KS 66214,Overland Park ,KS,"Mail

OR

Leave on table outside front door",Y,"N95s, Gloves, Surgical masks, Homemade Masks (specify type in Other), Face shields, Face Shields - 3D-printed or makerspace (specify type in Other), Safety goggles, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Add a new donation site,Other,38.99181,-94.704459,Commercial,https://findthemasks.com/api/exec?cmd=Ic3x1mGWvdpbKbWuRuuZ5NL3Hr1Mrm3aTCleIQS6ys4lJ4S5ccZc8FBggyZbm_piei9FCZFi4aXrCC9XP71jHRg1GUY9OctFcfst8G8jAQ..,https://findthemasks.com/api/exec?cmd=UsCzU6kUTuhmEybdTSLJ267qkZ8It3dVL50AMRtVeIZndvu5VSH5y3nu9IeA_79hc5TQchpBKJb0h6D0gtWZnNQVVj1cYGVsbUhtwdlDMw..,3006
3007,x,,FM,,,3/31/2020 10:28:44,72,St. Joseph Court Infirmary- Benedictine Sisters of Chicago ,"7430 N Ridge Blvd
Chicago, IL 60645",7430 N. Ridge Blvd (Door B),Chicago ,IL,"Please drop off at the North entrance at Door B, St. Joseph Court Infirmary ",,"N95s, Surgical masks, Safety goggles, Gloves, Gowns, Disinfecting wipes, Homemade masks (please specific what types)",Yes,Add a new donation site,Home Care,42.0169234,-87.6849668,Commercial,https://findthemasks.com/api/exec?cmd=Brb0Ow1VbM60gQIQ1NzT9C_TvwpvknDXqbK9GWtlPi9qLVk7NjImKEbTWZztg2vQME8hcwAFJYAtmsTdHqfF9PO6dYOvRQDR_WhIbvAReg..,https://findthemasks.com/api/exec?cmd=tMSlMSy4P0ovDDENu2HlSlxmyY8v_byRYhbOOI1QJaZWb22uCvf6PXrY3IeUd_EDCtOTl19DCN33-OxhrT-FtIWMelpdsQ6HS8VeslRCbQ..,3007
3008,x,,FM,,,3/31/2020 10:37:20,72,Mid-Michigan Recovery Services,"913 W Holmes Rd #200
Lansing, MI 48910","913 W Holmes Rd, Suite 200",Lansing,MI,"Susan Ziegler, info@mmrsinc.org",,"N95s, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Add a new donation site,Addiction Facility,42.6964757,-84.5641061,Commercial,https://findthemasks.com/api/exec?cmd=UJ42N-Gx8bQhj0rATaS9UYasHyWzFzr_4ERmQh3KkR9fLKsMVL2HNIqtR5hQqDTFhYZxCELyKTyaciwlQsbkvj-lcYknDgKnf9Au4JvnWQ..,https://findthemasks.com/api/exec?cmd=VgAmJgfKMb1xpg_eKlYZoxTC6H1XRDxz4Dsks1mQRMo0xOUUHOMJpMSkMJEaWWHA-fDQ8XUqh_bNfz1xA7XCWsCKgJKRpzfNxXElNj7ynA..,3008
3010,x,,FM,,,3/31/2020 10:45:02,72,THE PRESCRIPTION SHOP ,"1042 Red Bud Rd NE
Calhoun, GA 30701",1042 RED BUD RD ,CALHOUN,GA,,,"N95s, Hand sanitizer",Yes,Add a new donation site,Pharmacy,34.5122721,-84.9251247,Commercial,https://findthemasks.com/api/exec?cmd=wWRUi5ubV90QgTGdIWq-HG6qPXWGbXCXfEbk_05Htw0CXAVM-p8AheGNFzp-q2Iu_G1uF5TA1upDYQgP_ktKpNdDkM1AwibiZKRRB1-_ew..,https://findthemasks.com/api/exec?cmd=VTj8zCDluGRxDUe6Lrh5pWgEN6heTVG44S1gJaAwksf0uTmRTGQ6I-GLW4VEsddEMRWQDTrxtxZ85-HWQruMNuL6w0OTTXVrJkl9mCSFzw..,3010
3011,x,,FM,,,3/31/2020 10:48:52,72,Jacobi Medical Center (NYC Health + Hospitals/Jacobi),"1400 Pelham Pkwy S
The Bronx, NY 10461",1400 Pelham Parkway S,New York - Bronx,NY,"Can be dropped off at the command center in the ambulance bay of the Jacobi emergency department
OR
Email Barbara.deiorio@nychhc.org; Bldg. 4, 7North
OR
Deliver to Dr. Roshni R Patel, Bldg 1 4N15;
OR
Drop off on unit 3a. Building six
Attention Karen OConnor ",,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Coveralls/bunny suits, Disinfecting wipes, Walkie-talkies/baby monitors, Homemade masks",Yes,Add a new donation site,Other,40.8556769,-73.8462363,Residential,https://findthemasks.com/api/exec?cmd=gcUakTvJt75DnJpiKeOPb_pgA8rT3OX_O_xwwdWUUMKARopdeamRTalzQwsIAlDGaEy3NTGJX6DOlF23fZP5D9vCwd_f94HThImgDubZqQ..,https://findthemasks.com/api/exec?cmd=MBPIR9Qx1dVHnL5X9KZfd8gslXgcV_JciaAFP1R3T7V58bcg9mOWzoRdYa2QD-ixDRr8oe_lxBmEbvAiNsbzOETJ0Ux_-CxlScsyJIKNcA..,3011
3012,x,,FM,,,3/31/2020 10:49:46,72,Presbyterian Hospital,"1100 Central Ave SE
Albuquerque, NM 87106",1100 Central Ave. SE,Albuqueruqe,NM,"Delivery dock

OR

Please contact Tarah Santana tsantana@phs.org. of Presbyterian Healthcare Services",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes, Thermometers, CAPRs",Yes,Add a new donation site,Hospital,35.081573,-106.635382,Commercial,https://findthemasks.com/api/exec?cmd=U5GBmGKJHeCOhf5uERpAYVKa4F6kZaQeppQ3iaJLl3Bh2clL0QRCn4yba5PKLOkKMg1MPmg3TAjPlyHAi22C_VwCGp3ThaxBlB07kLvdpw..,https://findthemasks.com/api/exec?cmd=RR_PJviDMZj4SBzNHcwZFUHNbJDQfErpdfMHXoVD8daBTehpmlg_vnTFkpwL3IWPV3l3KqqlMLLWcERVETFFAu-V3vA01izu11YH8EAhuw..,3012
3013,x,,FM,,,3/31/2020 10:51:02,72,Glen Oaks Hospital ,"301 Division St
Greenville, TX 75401",301 E Division Street,Greenville,TX,Any will work!  ,,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Homemade masks (please specific what types)",Yes,Add a new donation site,Mental Health,33.123115,-96.082102,Commercial,https://findthemasks.com/api/exec?cmd=ixTcArXIHpOAjKBeb-G2I64MxTmvsFH7utYa76Fg7qYqSsw9-qAy_QXj5ByVNsRIZor5Bib82NEo4BYOvAQWB1-vZebgJPhYURFIvroJKQ..,https://findthemasks.com/api/exec?cmd=84qlKuA5ZAO5HPWdayoYVJFx8VoZDwJSBQ_Z1wIG3spOznpt7nOKDiDA0RDSqNkkmMVq7TUDMKNTPdtcL7Lg_1CN_yykUYLWfbmSHzgCSQ..,3013
3014,x,,FM,,,3/31/2020 10:51:52,72,Arm And Hand Rehab,"6692 Merchandise Way
Diamond Springs, CA 95619",6692 Merchandise Wy,Diamond Springs ,CA,"Please mail or drop off -6692 Merchandise way- SUITE C Diamond Springs, Ca 95619",Y,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Thermometers, Homemade masks (please specific what types)",Yes,Add a new donation site,Rehab Facility,38.6952915,-120.8295031,Commercial,https://findthemasks.com/api/exec?cmd=jeagyrVbM_6BEs2F0-XRdwO6aIpyJg8pF79OwVHS60GyrBI4fE2euqhnws278cng9nKryZmRkjBLhXC2YFKCVAvIpEVpr46gGogc7etAUw..,https://findthemasks.com/api/exec?cmd=upVyid7EYgZmFyJnFnUFTtmCjKkU9tp_Y4RT8CCKOS_s7Fd3icPpjUrVI0QP5xFv_4PlMNXW_Vee09Q9iOkQqQMzf20NfIvbEhOfkZZCXQ..,3014
3015,x,,FM,,,3/31/2020 10:52:14,72,Thomaston Family Medicine,"503 W Gordon St
Thomaston, GA 30286",503 West Gordon Street,Thomaston,GA,Mail or drop off,Y,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer",Yes,Add a new donation site,Doctor's Office,32.8869939,-84.3320393,Commercial,https://findthemasks.com/api/exec?cmd=yfNewLx2kC4FFwuZOrZAUC6_0Mb0QMkrJ1zVV_Fac27KIbzJJTuHGOJneKgbskuoJ0AQp7D_7TIbnjxJxaiYywRXh9hxVgcmHAQUHchygQ..,https://findthemasks.com/api/exec?cmd=1uYJCQpm0rG5YFdfMLfj3UkX2iUL5tprgMGyKbuSqB3TeiIbUF1ku0I2Fnnkt_3sEf-AX0kj8gbDS53KtnF2qzufSfXRzhtLxH7BnEKhQw..,3015
3016,x,,FM,,,3/31/2020 11:02:31,72,Walled Lake Medical Center ,"2335 S Commerce Rd
Walled Lake, MI 48390",2335 S.Commerce rd ,Walled lake ,MI,,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Disinfecting wipes",No,Add a new donation site,Doctor's Office,42.5556588,-83.4749955,Commercial,https://findthemasks.com/api/exec?cmd=kk4m8UhhUGDnH2Lh5ulF09RsFlrbJNYeXe7bIU5EaGn_QZvFQVNqa1WsiZpvcJXvllD9sz_FXnvXhSDnMdxDbu9w4jDiIrOooAWkaKC73g..,https://findthemasks.com/api/exec?cmd=AQKY1OFkWx8s99ax8MhDSecu6q_WsDUhtFTlx59xFdlqaMkeEu-jp-dtq_lXgUqTmTieHCOtsCeiZ3gYJXGSU1C7GrPao_ndC8qGvkLO6A..,3016
3017,x,,FM,,,3/31/2020 11:07:02,72,Los Angeles Community Hospital at Norwalk,"13222 Bloomfield Ave
Norwalk, CA 90650",13222 Bloomfield Ave,Norwalk,CA,,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",,Add a new donation site,Hospital,33.9107134,-118.0641183,Commercial,https://findthemasks.com/api/exec?cmd=PhAYNaYgGksmBQvbMf096imDC5HBjXM0umVpfkAaP18VhUfppkV0d1Qxy6w8Z1-QxuSTeKZ93HIjT89pyHEph3uMDaQ4T9nczZtpetp6dg..,https://findthemasks.com/api/exec?cmd=F5aAuscdPu4O_lbS0GHXS89WgLSEnK8PtNfSql-gAP-u3wsKo3QN1NtZBx-tg6e9CjuxUvAM0hrf8i_AHf18cpSE6gXGWxwF6nqFGVlMDA..,3017
3018,x,,FM,,,3/31/2020 11:16:05,72,Garden City Hospital ,"6245 Inkster Rd
Garden City, MI 48135",6245 inkster rd,Garden city ,MI,Emergency Room,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Hospital,42.3321567,-83.3147183,Commercial,https://findthemasks.com/api/exec?cmd=DJXZTQV1T3zmPBTLKt4ssxnrB3yIBzH_K6XQp2l2qLxMSy_YOlZDwt-VhWWWfT910nArS2yMIJES9o9fsVTv1YSWT6D6B4NeWcslOQ0uNA..,https://findthemasks.com/api/exec?cmd=oq2B8kGVfL268WZw1jZjeH01_MteisoOZXp5p5QSeBEJ20msQt4AIxdibYhuDnDwGIUs5aNsUpHH39dX8frpwXOy-P-ko_QjSb_zA7rO7g..,3018
3019,x,,FM,,,3/31/2020 11:16:28,72,Secure Transportation Services,"5402 Old York Rd
Rock Hill, SC 29732",5402 old york rd ,rock hill ,SC,803-246-1199,,"N95s, Surgical masks, Face shields, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Add a new donation site,Emergency Medical Services,34.9928939,-81.1048784,Commercial,https://findthemasks.com/api/exec?cmd=QsI8yaBaN6Znzj9Nmc40FQkoQfSaX3IVOnETgoAwduSLr8aDS16oMdvaB_fwvWsI1FmOH4Jv-5DjCWQAV0h3Jfy41VnUls2Dt7RHum55pw..,https://findthemasks.com/api/exec?cmd=eMAV9r66r_P_JquSNORAWkd9i7T6wJGft17k0Xsz_JVqsFSLdVvjFZjWU6JQJ7_UGfjk4DqNQ98ilKkcA5W9KGxAbeJWKRHQu-y1aZG9Ug..,3019
3020,x,,FM,,,3/31/2020 11:19:36,72,Piedmont Fayette Hospital,"1255 GA-54
Fayetteville, GA 30214",1255 GA Hwy 54,Fayetteville,GA,Vicky.chapman@piedmont.org,,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, CAPRs, Walkie-talkies/baby monitors",Sealed products,Add a new donation site,Hospital,33.4526088,-84.5084838,,https://findthemasks.com/api/exec?cmd=74Ie9GAeyZbdaXbtl4d-O0D21v7agp_7cyQF6uJzMn_fGHubAu6M6cOWSj6oaaELiC6Lgd1otfG1-rGIfse55ztlNT3ymCel6EdDxKKPHQ..,https://findthemasks.com/api/exec?cmd=l3uOaKv0X7TQvHl1bDd-Egj5-s9V0065-kLWYxzEOSIbEtEgSd_845fWGxPb6LKeIBa_mS2M0ffIEQXRkLq4_3rZk2KQ4Ft-WgXd0dYmyg..,3020
3021,x,,FM,,,3/31/2020 11:25:31,72,Danbury Senior Living Wooster,"939 Portage Rd
Wooster, OH 44691",939 Portage Road,Wooster,OH,Please email me for instructions ,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,40.824325,-81.925945,Residential,https://findthemasks.com/api/exec?cmd=F7QxZvbv74xDT5QbVJD-Jrpb5ZCStXM1zGQ_DlPg1Di208reE142s39OCjSuSUYqBtL7lDgPOt17A8Mrn_otRF_CUUw8HQ0Nnp8FiFKY7Q..,https://findthemasks.com/api/exec?cmd=Kp9-Wb7XSFXRdmk5klxSuqELJEKMjhgO6FmBwcKyFkKMIceOgshzoQfoh8lFsZbOeeZal1HqHyth56A-7JTnMY_XjCfS4X0zVMa9PFSGqA..,3021
3022,x,,FM,,,3/31/2020 11:27:26,72,St. Mary Medical Center,"950 S Sedona Ln
Anaheim, CA 92808",950 S. Sedona Ln,Anaheim,CA,Email or Call!,,"N95s, Surgical masks, Face shields, Gowns",Yes,Add a new donation site,Hospital,33.8589592,-117.7264841,Residential,https://findthemasks.com/api/exec?cmd=tMsQKWGDwS_ydLjZj229LOKBjsjoo0BF3OumWnDnJSp9T5gCuVbtpoj2LyyuTsj9-mJ4Yvb_wcPfNO9DzE8ICTq3ht16wXgFoxKorjn5Gw..,https://findthemasks.com/api/exec?cmd=YfgEYycxuHNp0M_nZY-Ss2mIC6oVO-7qKkOcqzoAv_Qm7ZMA3fQ0KLBEwoLqCsVh9jeIROcmgUad50OKjJ27R7FJLlt4901-eeXUhksZSw..,3022
3023,x,,FM,,,3/31/2020 11:42:31,72,Alta Bates Summit Medical Center Berkeley California,"2450 Ashby Ave
Berkeley, CA 94705",2450 Ashby Avenue,Berkeley,CA,Pull up to emergency department and call 510-204-2500.  Our staff will meet you outside the department to collect the donation.  Thank you!,,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes, CAPRs, homemade isolation gowns accepted",Yes,Add a new donation site,Hospital,37.8556279,-122.2575014,Commercial,https://findthemasks.com/api/exec?cmd=vai6u9PdfTpgCuGGOqEctRsaguYVudW5K-4gTdl3ABrVje4s_SP_qPi-iWDaMMMzfTJsB5FSZlcZpzrtJpyDI5OTuiMJDiHw_VCEahymgg..,https://findthemasks.com/api/exec?cmd=zSUy2nkH_GAlZElVr4u-ss1PnTIEjVZ3WRoCuoJ8_JhSoI1ZFydg0ummF-8IgS531GR5F6HTap6ZBQ3DP76Q0r8TRbqepHpn33Lgq0_Rqw..,3023
3024,x,,FM,,,3/31/2020 11:48:40,72,Cumberland Regional Medical Center,"716 Wampum Dr
Crossville, TN 38572",716 WAMPUM DR,Crossville,TN,Please leave on porch,,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Community Health Organization,35.858098,-85.0472659,Residential,https://findthemasks.com/api/exec?cmd=qh1skmAsAop_b67OJi-JPRpEjpDgIcZ1xDAj_FM2SwO7wKuk39WOt9iMZ_9FAaAUDwS4PmwwH2ykr0gj5wD2R3MfJWjjADmoQfI1pUuhKA..,https://findthemasks.com/api/exec?cmd=jg1BE24s-Yzx3uu3nWUiU9yA5C9aVuSdCcHBOt0Ne3DRDKN4fayg8c0lm15tsfxlz7HZW_6wCK_d5v9ja44SWf9Bn8SaBH2xQPTqggLmGg..,3024
